countryiso3code,date,SL.UEM.TOTL.ZS
KHM,2015-01-01,0.393
KHM,2014-01-01,0.692
CMR,2023-01-01,3.646
CMR,2022-01-01,3.687
CMR,2021-01-01,3.951
CMR,2020-01-01,3.866
CMR,2019-01-01,3.646
CMR,2018-01-01,3.619
CMR,2017-01-01,3.581
CMR,2016-01-01,3.534
CMR,2015-01-01,3.52
CMR,2014-01-01,3.534
CAN,2023-01-01,5.366
CAN,2022-01-01,5.28
CAN,2021-01-01,7.527
CAN,2020-01-01,9.657
CAN,2019-01-01,5.69
CAN,2018-01-01,5.837
CAN,2017-01-01,6.426
CAN,2016-01-01,7.038
CAN,2015-01-01,6.945
CAN,2014-01-01,7.023
CAF,2023-01-01,6.286
CAF,2022-01-01,6.337
CAF,2021-01-01,6.676
CAF,2020-01-01,6.556
CAF,2019-01-01,5.978
CAF,2018-01-01,5.896
CAF,2017-01-01,5.969
CAF,2016-01-01,5.904
CAF,2015-01-01,5.871
CAF,2014-01-01,5.685
TCD,2023-01-01,1.082
TCD,2022-01-01,1.104
TCD,2021-01-01,1.511
TCD,2020-01-01,1.693
TCD,2019-01-01,1.081
TCD,2018-01-01,1.135
TCD,2017-01-01,1.116
TCD,2016-01-01,1.044
TCD,2015-01-01,0.968
TCD,2014-01-01,0.926
CHI,2023-01-01,5.982
CHI,2022-01-01,5.91
CHI,2021-01-01,6.609
CHI,2020-01-01,6.611
CHI,2019-01-01,6.17
